VG, VTG, VD, ID, IG, IS, ITG
-1.16, -4.5, -0.05, -1.6884E-07, 0, 1.679E-07, 5E-13
-1.18, -4.5, -0.05, -1.7474E-07, 0, 1.7369999999999997E-07, 0
-1.2, -4.5, -0.05, -1.8056E-07, 0, 1.7969999999999998E-07, -5E-13
-1.22, -4.5, -0.05, -1.8702E-07, -5E-13, 1.8599999999999997E-07, 0
-1.24, -4.5, -0.05, -1.939E-07, 0, 1.9239999999999998E-07, 0
-1.26, -4.5, -0.05, -2.0034E-07, -5E-13, 1.9899999999999997E-07, -5E-13
-1.28, -4.5, -0.05, -2.0729999999999998E-07, 0, 2.0569999999999997E-07, 0
-1.3, -4.5, -0.05, -2.1424E-07, 0, 2.1284999999999998E-07, 0
-1.32, -4.5, -0.05, -2.2226E-07, 0, 2.2054999999999997E-07, 0
-1.34, -4.5, -0.05, -2.3068E-07, 0, 2.2864999999999997E-07, -5E-13
-1.36, -4.5, -0.05, -2.4038E-07, -5E-13, 2.3824999999999998E-07, -5E-13
-1.3800000000000001, -4.5, -0.05, -2.5024E-07, 0, 2.4819999999999996E-07, 0
-1.4000000000000001, -4.5, -0.05, -2.615E-07, 0, 2.5959999999999997E-07, 5E-13
-1.42, -4.5, -0.05, -2.742E-07, 0, 2.7154999999999997E-07, 0
-1.44, -4.5, -0.05, -2.8684E-07, 0, 2.844E-07, -5E-13
-1.46, -4.5, -0.05, -3.0018E-07, -5E-13, 2.9754999999999996E-07, -5E-13
-1.48, -4.5, -0.05, -3.134E-07, 0, 3.1109999999999997E-07, 0
-1.5, -4.5, -0.05, -3.2752E-07, 0, 3.2499999999999996E-07, 0
-1.52, -4.5, -0.05, -3.404E-07, -5E-13, 3.3805E-07, -5E-13
-1.54, -4.5, -0.05, -3.5413999999999997E-07, 0, 3.5154999999999994E-07, 5E-13
-1.56, -4.5, -0.05, -3.6766E-07, 0, 3.6504999999999995E-07, 0
-1.58, -4.5, -0.05, -3.8098E-07, -5E-13, 3.7834999999999994E-07, 0
-1.6, -4.5, -0.05, -3.9374E-07, 0, 3.9165E-07, -5E-13
-1.62, -4.5, -0.05, -4.07E-07, 0, 4.0449999999999995E-07, 0
-1.6400000000000001, -4.5, -0.05, -4.1959999999999997E-07, -5E-13, 4.1729999999999996E-07, 0
-1.6600000000000001, -4.5, -0.05, -4.3132E-07, 0, 4.2934999999999996E-07, 0
-1.68, -4.5, -0.05, -4.4354E-07, 0, 4.4124999999999996E-07, 5E-13
-1.7, -4.5, -0.05, -4.546E-07, 0, 4.5239999999999995E-07, 0
-1.72, -4.5, -0.05, -4.6501999999999996E-07, -5E-13, 4.6319999999999997E-07, 0
-1.74, -4.5, -0.05, -4.7524E-07, 0, 4.7374999999999996E-07, -5E-13
-1.76, -4.5, -0.05, -4.8534E-07, -5E-13, 4.8369999999999992E-07, 0
-1.78, -4.5, -0.05, -4.9388E-07, 0, 4.926E-07, 5E-13
-1.8, -4.5, -0.05, -5.0294E-07, 0, 5.015E-07, 0
-1.82, -4.5, -0.05, -5.112E-07, -5E-13, 5.102999999999999E-07, -5E-13
-1.84, -4.5, -0.05, -5.1929999999999995E-07, 0, 5.1825E-07, 0
-1.86, -4.5, -0.05, -5.2762E-07, 0, 5.265E-07, 5E-13
-1.8800000000000001, -4.5, -0.05, -5.3474E-07, -5E-13, 5.341E-07, 5E-13
-1.9000000000000001, -4.5, -0.05, -5.4228E-07, 0, 5.4159999999999993E-07, -5E-13
-1.92, -4.5, -0.05, -5.49E-07, 0, 5.483499999999999E-07, 0
-1.94, -4.5, -0.05, -5.5589999999999994E-07, 0, 5.5559999999999992E-07, -5E-13
-1.96, -4.5, -0.05, -5.6316E-07, 0, 5.6284999999999993E-07, 0
-1.98, -4.5, -0.05, -5.6992E-07, 0, 5.6974999999999992E-07, -5E-13
-2, -4.5, -0.05, -5.7648E-07, 0, 5.763E-07, 0
-2.02, -4.5, -0.05, -5.8312E-07, 0, 5.8335E-07, 0
-2.04, -4.5, -0.05, -5.8988E-07, 5E-13, 5.9E-07, -5E-13
-2.06, -4.5, -0.05, -5.9638E-07, 0, 5.9659999999999993E-07, 0
-2.08, -4.5, -0.05, -6.0304E-07, 0, 6.03E-07, 0
-2.1, -4.5, -0.05, -6.0902E-07, 0, 6.0914999999999992E-07, 0
-2.12, -4.5, -0.05, -6.156E-07, 0, 6.1555E-07, 0
-2.14, -4.5, -0.05, -6.2186E-07, 0, 6.2189999999999992E-07, 5E-13
-2.16, -4.5, -0.05, -6.284E-07, 0, 6.2835E-07, 0
-2.18, -4.5, -0.05, -6.344E-07, 0, 6.3444999999999991E-07, 0
-2.2, -4.5, -0.05, -6.4092E-07, 0, 6.4065E-07, 0
-2.22, -4.5, -0.05, -6.4668E-07, -5E-13, 6.4679999999999989E-07, 0
-2.24, -4.5, -0.05, -6.5266E-07, 0, 6.5284999999999992E-07, 0
-2.2600000000000002, -4.5, -0.05, -6.589E-07, 0, 6.5885E-07, 0
-2.2800000000000002, -4.5, -0.05, -6.6458E-07, 0, 6.6475E-07, -5E-13
-2.3000000000000003, -4.5, -0.05, -6.706E-07, 0, 6.706E-07, 0
-2.32, -4.5, -0.05, -6.7632E-07, 0, 6.765999999999999E-07, 0
-2.34, -4.5, -0.05, -6.8276E-07, 0, 6.8254999999999993E-07, -5E-13
-2.36, -4.5, -0.05, -6.8816E-07, 0, 6.8819999999999993E-07, 0
-2.38, -4.5, -0.05, -6.9416E-07, 0, 6.9389999999999993E-07, 0
-2.4, -4.5, -0.05, -6.994E-07, 0, 6.9969999999999995E-07, 5E-13
-2.42, -4.5, -0.05, -7.0526E-07, -5E-13, 7.0524999999999994E-07, 5E-13
-2.44, -4.5, -0.05, -7.1076E-07, 0, 7.1084999999999994E-07, -5E-13
-2.46, -4.5, -0.05, -7.1636E-07, 0, 7.1649999999999994E-07, 0
-2.48, -4.5, -0.05, -7.2202E-07, 0, 7.2209999999999993E-07, 5E-13
-2.5, -4.5, -0.05, -7.2794E-07, 0, 7.2754999999999992E-07, -5E-13
-2.52, -4.5, -0.05, -7.3306E-07, 0, 7.3309999999999991E-07, -5E-13
-2.54, -4.5, -0.05, -7.3836E-07, 0, 7.384999999999999E-07, 0
-2.56, -4.5, -0.05, -7.439E-07, 0, 7.4389999999999988E-07, 0
-2.58, -4.5, -0.05, -7.4942E-07, 0, 7.492E-07, 0
-2.6, -4.5, -0.05, -7.5444E-07, 0, 7.5459999999999994E-07, -5E-13
-2.62, -4.5, -0.05, -7.5972E-07, 0, 7.5994999999999992E-07, -5E-13
-2.64, -4.5, -0.05, -7.6514E-07, 0, 7.6524999999999989E-07, 0
-2.66, -4.5, -0.05, -7.7026E-07, 0, 7.705E-07, -5E-13
-2.68, -4.5, -0.05, -7.7548E-07, 0, 7.7559999999999993E-07, 0
-2.7, -4.5, -0.05, -7.8088E-07, -5E-13, 7.8089999999999991E-07, 0
-2.72, -4.5, -0.05, -7.8572E-07, -5E-13, 7.8595E-07, 5E-13
-2.74, -4.5, -0.05, -7.9086E-07, 0, 7.9089999999999992E-07, 0
-2.7600000000000002, -4.5, -0.05, -7.959E-07, 0, 7.9604999999999988E-07, 0
-2.7800000000000002, -4.5, -0.05, -8.012E-07, 0, 8.0099999999999993E-07, 0
-2.8000000000000003, -4.5, -0.05, -8.057E-07, 0, 8.0599999999999989E-07, 0
-2.82, -4.5, -0.05, -8.1102E-07, 0, 8.1099999999999994E-07, 0
-2.84, -4.5, -0.05, -8.1584E-07, 0, 8.160999999999999E-07, 0
-2.86, -4.5, -0.05, -8.2088E-07, 0, 8.2105E-07, 0
-2.88, -4.5, -0.05, -8.2544E-07, -5E-13, 8.2554999999999987E-07, 0
-2.9, -4.5, -0.05, -8.3048E-07, 0, 8.3054999999999993E-07, -5E-13
-2.92, -4.5, -0.05, -8.3527999999999995E-07, 0, 8.3544999999999987E-07, 0
-2.94, -4.5, -0.05, -8.4014E-07, -5E-13, 8.4024999999999992E-07, 0
-2.96, -4.5, -0.05, -8.4497999999999993E-07, 0, 8.4505E-07, 0
-2.98, -4.5, -0.05, -8.496E-07, 0, 8.4969999999999989E-07, -5E-13
-3, -4.5, -0.05, -8.5438E-07, 0, 8.5444999999999993E-07, -5E-13
0.3, -5, -0.05, -1.3002E-07, 0, 1.3179999999999998E-07, -5E-13
0.28, -5, -0.05, -1.2486E-07, 0, 1.2559999999999999E-07, -5E-13
0.26, -5, -0.05, -1.221E-07, 0, 1.221E-07, -5E-13
0.24, -5, -0.05, -1.2028E-07, 0, 1.2035E-07, -5E-13
0.22, -5, -0.05, -1.1938E-07, 0, 1.1924999999999999E-07, -5E-13
0.2, -5, -0.05, -1.1851999999999999E-07, 0, 1.1849999999999998E-07, -5E-13
0.18, -5, -0.05, -1.187E-07, 0, 1.1819999999999999E-07, 0
0.16, -5, -0.05, -1.1809999999999999E-07, 0, 1.1804999999999999E-07, 0
0.14, -5, -0.05, -1.1778E-07, 0, 1.1795E-07, 0
0.12, -5, -0.05, -1.1792E-07, 0, 1.1809999999999999E-07, -5E-13
0.1, -5, -0.05, -1.1854E-07, 0, 1.1809999999999999E-07, 0
0.08, -5, -0.05, -1.1832E-07, 0, 1.1814999999999998E-07, 0
0.06, -5, -0.05, -1.1823999999999999E-07, 0, 1.1814999999999998E-07, 0
0.04, -5, -0.05, -1.1802E-07, 0, 1.1819999999999999E-07, 0
0.02, -5, -0.05, -1.1795999999999999E-07, 0, 1.1804999999999999E-07, 0
0, -5, -0.05, -1.1804E-07, 0, 1.1814999999999998E-07, -5E-13
-0.02, -5, -0.05, -1.1826E-07, 0, 1.1814999999999998E-07, 0
-0.04, -5, -0.05, -1.1836E-07, 0, 1.183E-07, -5E-13
-0.06, -5, -0.05, -1.1814E-07, 0, 1.183E-07, 0
-0.08, -5, -0.05, -1.1842E-07, -5E-13, 1.1834999999999998E-07, 0
-0.1, -5, -0.05, -1.1823999999999999E-07, 0, 1.1849999999999998E-07, 0
-0.12, -5, -0.05, -1.1865999999999999E-07, 0, 1.1844999999999999E-07, 0
-0.14, -5, -0.05, -1.1823999999999999E-07, 0, 1.1849999999999998E-07, 0
-0.16, -5, -0.05, -1.1851999999999999E-07, -5E-13, 1.1865E-07, -5E-13
-0.18, -5, -0.05, -1.184E-07, 0, 1.1865E-07, 0
-0.2, -5, -0.05, -1.1846E-07, -5E-13, 1.1859999999999999E-07, 0
-0.22, -5, -0.05, -1.1837999999999999E-07, 0, 1.1865E-07, -5E-13
-0.24, -5, -0.05, -1.1864E-07, 0, 1.1879999999999999E-07, -5E-13
-0.26, -5, -0.05, -1.1868E-07, 0, 1.1885E-07, -5E-13
-0.28, -5, -0.05, -1.1862E-07, 0, 1.1885E-07, 0
-0.3, -5, -0.05, -1.1864E-07, 0, 1.1885E-07, -5E-13
-0.32, -5, -0.05, -1.1892E-07, 0, 1.1885E-07, -5E-13
-0.34, -5, -0.05, -1.1888E-07, 0, 1.1894999999999999E-07, 0
-0.36, -5, -0.05, -1.1893999999999999E-07, 0, 1.1889999999999999E-07, 0
-0.38, -5, -0.05, -1.1907999999999999E-07, 0, 1.19E-07, 0
-0.4, -5, -0.05, -1.195E-07, 0, 1.1904999999999998E-07, -5E-13
-0.42, -5, -0.05, -1.1926E-07, 0, 1.1935E-07, 0
-0.44, -5, -0.05, -1.1942E-07, 0, 1.192E-07, 0
-0.46, -5, -0.05, -1.1922E-07, 0, 1.1935E-07, 0
-0.48, -5, -0.05, -1.192E-07, 0, 1.194E-07, 0
-0.5, -5, -0.05, -1.1936E-07, 0, 1.194E-07, -5E-13
-0.52, -5, -0.05, -1.19E-07, -5E-13, 1.192E-07, -5E-13
-0.54, -5, -0.05, -1.1906E-07, 0, 1.193E-07, 0
-0.56, -5, -0.05, -1.194E-07, 0, 1.193E-07, -5E-13
-0.58, -5, -0.05, -1.192E-07, 0, 1.193E-07, 0
-0.6, -5, -0.05, -1.1954E-07, 0, 1.1935E-07, 0
-0.62, -5, -0.05, -1.1948E-07, 0, 1.1935E-07, -5E-13
-0.64, -5, -0.05, -1.1918E-07, 0, 1.1935E-07, 5E-13
-0.66, -5, -0.05, -1.1924E-07, -5E-13, 1.1949999999999998E-07, 5E-13
-0.68, -5, -0.05, -1.192E-07, 0, 1.1935E-07, 0
-0.70000000000000007, -5, -0.05, -1.195E-07, -5E-13, 1.1954999999999998E-07, 0
-0.72, -5, -0.05, -1.1998E-07, 0, 1.194E-07, 0
-0.74, -5, -0.05, -1.1936E-07, 0, 1.1954999999999998E-07, 0
-0.76, -5, -0.05, -1.1986E-07, 0, 1.1954999999999998E-07, -5E-13
-0.78, -5, -0.05, -1.1945999999999999E-07, 0, 1.1954999999999998E-07, 0
-0.8, -5, -0.05, -1.1948E-07, 0, 1.1959999999999999E-07, 0
-0.82000000000000006, -5, -0.05, -1.195E-07, 0, 1.1959999999999999E-07, -5E-13
-0.84, -5, -0.05, -1.1952E-07, 0, 1.1965E-07, -5E-13
-0.86, -5, -0.05, -1.1954E-07, 0, 1.197E-07, 0
-0.88, -5, -0.05, -1.1964E-07, 0, 1.198E-07, 0
-0.9, -5, -0.05, -1.1964E-07, 0, 1.198E-07, 0
-0.92, -5, -0.05, -1.1973999999999999E-07, 0, 1.1984999999999998E-07, -5E-13
-0.94000000000000006, -5, -0.05, -1.1984E-07, -5E-13, 1.2005E-07, 0
-0.96, -5, -0.05, -1.2004E-07, 0, 1.2E-07, -5E-13
-0.98, -5, -0.05, -1.1996E-07, 0, 1.2019999999999998E-07, 0
-1, -5, -0.05, -1.2099999999999999E-07, -5E-13, 1.205E-07, 0
-1.02, -5, -0.05, -1.2127999999999999E-07, -5E-13, 1.2099999999999999E-07, -5E-13
-1.04, -5, -0.05, -1.2168E-07, 0, 1.2159999999999998E-07, 5E-13
-1.06, -5, -0.05, -1.2274E-07, 0, 1.226E-07, -5E-13
-1.08, -5, -0.05, -1.2428E-07, 0, 1.2395E-07, 0
-1.1, -5, -0.05, -1.2643999999999999E-07, 0, 1.261E-07, 0
-1.12, -5, -0.05, -1.2988E-07, 0, 1.2909999999999999E-07, 0
-1.1400000000000001, -5, -0.05, -1.3341999999999999E-07, 0, 1.327E-07, 0
-1.16, -5, -0.05, -1.3754E-07, 0, 1.3674999999999998E-07, 0
-1.18, -5, -0.05, -1.4198E-07, -5E-13, 1.4115E-07, 0
-1.2, -5, -0.05, -1.4734E-07, 0, 1.4634999999999998E-07, 0
-1.22, -5, -0.05, -1.5276E-07, 0, 1.5159999999999998E-07, -5E-13
-1.24, -5, -0.05, -1.5799999999999999E-07, 0, 1.5724999999999998E-07, 0
-1.26, -5, -0.05, -1.6424E-07, 0, 1.6289999999999998E-07, -5E-13
-1.28, -5, -0.05, -1.699E-07, 0, 1.6895E-07, 0
-1.3, -5, -0.05, -1.7584E-07, 0, 1.7454999999999999E-07, 0
-1.32, -5, -0.05, -1.8158E-07, 0, 1.8065E-07, -5E-13
-1.34, -5, -0.05, -1.8798E-07, -5E-13, 1.866E-07, 0
-1.36, -5, -0.05, -1.938E-07, -5E-13, 1.9274999999999998E-07, 0
-1.3800000000000001, -5, -0.05, -2.0052E-07, -5E-13, 1.9909999999999998E-07, -5E-13
-1.4000000000000001, -5, -0.05, -2.0696E-07, -5E-13, 2.0574999999999997E-07, -5E-13
-1.42, -5, -0.05, -2.1312E-07, 0, 2.1204999999999997E-07, -5E-13
-1.44, -5, -0.05, -2.1971999999999999E-07, 0, 2.1839999999999997E-07, 5E-13
-1.46, -5, -0.05, -2.2696E-07, -5E-13, 2.2529999999999999E-07, -5E-13
-1.48, -5, -0.05, -2.3372E-07, 0, 2.324E-07, 0
-1.5, -5, -0.05, -2.414E-07, 0, 2.4E-07, 0
-1.52, -5, -0.05, -2.4974E-07, -5E-13, 2.4819999999999996E-07, -5E-13
-1.54, -5, -0.05, -2.5912E-07, 0, 2.57E-07, 0
-1.56, -5, -0.05, -2.692E-07, 0, 2.6745E-07, 0
-1.58, -5, -0.05, -2.813E-07, -5E-13, 2.788E-07, -5E-13
-1.6, -5, -0.05, -2.9452E-07, -5E-13, 2.9145E-07, -5E-13
-1.62, -5, -0.05, -3.0742E-07, -5E-13, 3.048E-07, -5E-13
-1.6400000000000001, -5, -0.05, -3.2192E-07, 0, 3.189E-07, 0
-1.6600000000000001, -5, -0.05, -3.3652E-07, 0, 3.3349999999999996E-07, 0
-1.68, -5, -0.05, -3.5132E-07, -5E-13, 3.4839999999999997E-07, -5E-13
-1.7, -5, -0.05, -3.6672E-07, -5E-13, 3.635E-07, -5E-13
-1.72, -5, -0.05, -3.8154E-07, 0, 3.7864999999999997E-07, 0
-1.74, -5, -0.05, -3.9576E-07, 0, 3.93E-07, 0
-1.76, -5, -0.05, -4.1052E-07, 0, 4.0759999999999997E-07, 0
-1.78, -5, -0.05, -4.2486E-07, 0, 4.2194999999999994E-07, 0
-1.8, -5, -0.05, -4.3856E-07, 0, 4.3579999999999997E-07, -5E-13
-1.82, -5, -0.05, -4.5168E-07, 0, 4.4914999999999997E-07, 0
-1.84, -5, -0.05, -4.6515999999999996E-07, 0, 4.6239999999999996E-07, 0
-1.86, -5, -0.05, -4.7839999999999994E-07, 0, 4.7559999999999994E-07, -5E-13
-1.8800000000000001, -5, -0.05, -4.909E-07, 0, 4.8845E-07, -5E-13
-1.9000000000000001, -5, -0.05, -5.0313999999999994E-07, 0, 5.0074999999999993E-07, 0
-1.92, -5, -0.05, -5.1532E-07, -5E-13, 5.1295E-07, 0
-1.94, -5, -0.05, -5.2712E-07, 0, 5.2464999999999992E-07, 0
-1.96, -5, -0.05, -5.3852E-07, 0, 5.365E-07, -5E-13
-1.98, -5, -0.05, -5.4996E-07, -5E-13, 5.482E-07, -5E-13
-2, -5, -0.05, -5.614E-07, 0, 5.592E-07, -5E-13
-2.02, -5, -0.05, -5.7242E-07, 0, 5.704E-07, 0
-2.04, -5, -0.05, -5.8304E-07, 0, 5.8119999999999994E-07, 0
-2.06, -5, -0.05, -5.9394E-07, 0, 5.919499999999999E-07, 0
-2.08, -5, -0.05, -6.0424E-07, 0, 6.0244999999999995E-07, 0
-2.1, -5, -0.05, -6.1481999999999994E-07, 0, 6.126E-07, 0
-2.12, -5, -0.05, -6.2482E-07, 0, 6.227E-07, -5E-13
-2.14, -5, -0.05, -6.345E-07, 0, 6.328499999999999E-07, 0
-2.16, -5, -0.05, -6.4384E-07, 0, 6.424E-07, 0
-2.18, -5, -0.05, -6.5342E-07, 0, 6.5185E-07, 0
-2.2, -5, -0.05, -6.6204E-07, 0, 6.6055E-07, 0
-2.22, -5, -0.05, -6.705E-07, 0, 6.69E-07, 0
-2.24, -5, -0.05, -6.782E-07, 0, 6.773E-07, -5E-13
-2.2600000000000002, -5, -0.05, -6.8602E-07, 0, 6.849499999999999E-07, 0
-2.2800000000000002, -5, -0.05, -6.9343999999999994E-07, -5E-13, 6.9224999999999992E-07, -5E-13
-2.3000000000000003, -5, -0.05, -6.9992E-07, 0, 6.9934999999999992E-07, -5E-13
-2.32, -5, -0.05, -7.072E-07, 0, 7.0624999999999991E-07, -5E-13
-2.34, -5, -0.05, -7.1364E-07, 0, 7.1299999999999989E-07, 0
-2.36, -5, -0.05, -7.1994E-07, 0, 7.1939999999999994E-07, -5E-13
-2.38, -5, -0.05, -7.2632E-07, 0, 7.2555E-07, 0
-2.4, -5, -0.05, -7.3212E-07, 0, 7.315499999999999E-07, 0
-2.42, -5, -0.05, -7.3784E-07, 0, 7.3759999999999993E-07, 5E-13
-2.44, -5, -0.05, -7.4372E-07, 0, 7.435E-07, 0
-2.46, -5, -0.05, -7.4945999999999994E-07, 0, 7.492E-07, -5E-13
-2.48, -5, -0.05, -7.5528E-07, 0, 7.5495E-07, 0
-2.5, -5, -0.05, -7.6102E-07, 0, 7.607E-07, 0
-2.52, -5, -0.05, -7.662E-07, -5E-13, 7.66E-07, 0
-2.54, -5, -0.05, -7.7152E-07, 0, 7.716E-07, -5E-13
-2.56, -5, -0.05, -7.7709999999999994E-07, -5E-13, 7.7699999999999993E-07, 5E-13
-2.58, -5, -0.05, -7.8238E-07, 0, 7.8244999999999992E-07, -5E-13
-2.6, -5, -0.05, -7.8794E-07, 0, 7.8779999999999989E-07, -5E-13
-2.62, -5, -0.05, -7.9322E-07, -1E-12, 7.9319999999999988E-07, -5E-13
-2.64, -5, -0.05, -7.9829999999999994E-07, -5E-13, 7.9845E-07, 5E-13
-2.66, -5, -0.05, -8.0338E-07, 0, 8.0364999999999992E-07, 0
-2.68, -5, -0.05, -8.0893999999999994E-07, -5E-13, 8.0889999999999989E-07, 0
-2.7, -5, -0.05, -8.1416E-07, 0, 8.142E-07, -5E-13
-2.72, -5, -0.05, -8.1938E-07, 0, 8.1934999999999994E-07, -5E-13
-2.74, -5, -0.05, -8.2474E-07, 0, 8.244999999999999E-07, 0
-2.7600000000000002, -5, -0.05, -8.295E-07, 0, 8.296E-07, -5E-13
-2.7800000000000002, -5, -0.05, -8.3464E-07, -5E-13, 8.3469999999999992E-07, 0
-2.8000000000000003, -5, -0.05, -8.393E-07, -5E-13, 8.396E-07, 0
-2.82, -5, -0.05, -8.4468E-07, 0, 8.4454999999999992E-07, 5E-13
-2.84, -5, -0.05, -8.4912E-07, 0, 8.4945E-07, 0
-2.86, -5, -0.05, -8.5448E-07, 0, 8.5439999999999992E-07, 0
-2.88, -5, -0.05, -8.5917999999999994E-07, 0, 8.5939999999999987E-07, -5E-13
-2.9, -5, -0.05, -8.6436E-07, 0, 8.6414999999999991E-07, 0
-2.92, -5, -0.05, -8.6874E-07, -5E-13, 8.6919999999999987E-07, -5E-13
-2.94, -5, -0.05, -8.74E-07, 0, 8.7394999999999991E-07, 0
-2.96, -5, -0.05, -8.7834E-07, -5E-13, 8.7864999999999994E-07, -5E-13
-2.98, -5, -0.05, -8.8348E-07, 0, 8.8339999999999988E-07, 0
-3, -5, -0.05, -8.8824E-07, 0, 8.8804999999999991E-07, -5E-13
